Geneid	Chr	Start	End	Strand	Length	unmapped_Ac/bam/sorted/VG1_S1
PFLU_4543	NC_012660.1	5010503	5011738	+	1236	42
PFLU_4543A	NC_012660.1	5011836	5012228	+	393	23
PFLU_4545	NC_012660.1	5012241	5012813	+	573	18
PFLU_4546	NC_012660.1	5012907	5014634	-	1728	84
PFLU_4548	NC_012660.1	5015024	5016646	+	1623	13
PFLU_4549	NC_012660.1	5016702	5017598	+	897	14
PFLU_4550	NC_012660.1	5017650	5018468	+	819	24
PFLU_4551	NC_012660.1	5018545	5020107	+	1563	104
PFLU_4552	NC_012660.1	5020154	5020846	-	693	13
PFLU_4553	NC_012660.1	5020926	5022347	+	1422	44
PFLU_4554	NC_012660.1	5022358	5022966	+	609	7
PFLU_4555	NC_012660.1	5022973	5023170	+	198	1
PFLU_4556	NC_012660.1	5023170	5024114	+	945	30
PFLU_4558	NC_012660.1	5024586	5026025	+	1440	608
PFLU_4559	NC_012660.1	5026028	5026633	+	606	189
PFLU_4560	NC_012660.1	5026643	5026825	+	183	44
PFLU_4561	NC_012660.1	5026825	5027799	+	975	432
PFLU_4563	NC_012660.1	5028141	5029565	+	1425	189
PFLU_4564	NC_012660.1	5029590	5030126	+	537	52
PFLU_4565	NC_012660.1	5030241	5032682	+	2442	68
PFLU_4566	NC_012660.1	5032708	5032923	+	216	3
PFLU_4567	NC_012660.1	5032919	5033599	+	681	18
PFLU_4568	NC_012660.1	5033704	5035083	+	1380	56
PFLU_4569	NC_012660.1	5035090	5035554	-	465	33
PFLU_4570	NC_012660.1	5035708	5036439	+	732	219
PFLU_4571	NC_012660.1	5036549	5037094	+	546	66
PFLU_4572A	NC_012660.1	5037346	5038275	+	930	88
PFLU_4574	NC_012660.1	5038482	5039627	-	1146	78
PFLU_4575	NC_012660.1	5039853	5040452	-	600	71
PFLU_4576	NC_012660.1	5040521	5041552	-	1032	144
PFLU_4577	NC_012660.1	5041689	5042024	-	336	210
PFLU_4578	NC_012660.1	5042070	5044133	-	2064	250
PFLU_4579	NC_012660.1	5044267	5045013	+	747	12
PFLU_4580	NC_012660.1	5045070	5045438	+	369	0
PFLU_4581	NC_012660.1	5045358	5046314	-	957	6
PFLU_4582	NC_012660.1	5046439	5047281	+	843	58
PFLU_4583	NC_012660.1	5047502	5048089	-	588	63
PFLU_4584	NC_012660.1	5048094	5049137	-	1044	200
PFLU_4585	NC_012660.1	5049298	5051256	-	1959	54
PFLU_4586	NC_012660.1	5051280	5051750	-	471	51
PFLU_4587	NC_012660.1	5052109	5053272	-	1164	91
PFLU_4588	NC_012660.1	5053519	5055873	-	2355	143
PFLU_4589	NC_012660.1	5055964	5056824	-	861	345
PFLU_4590	NC_012660.1	5057087	5060572	-	3486	455
PFLU_4591	NC_012660.1	5060578	5061234	-	657	82
PFLU_4592	NC_012660.1	5061515	5062960	+	1446	122
PFLU_4593	NC_012660.1	5062956	5065352	+	2397	115
PFLU_4594	NC_012660.1	5065478	5066332	+	855	50
PFLU_4595	NC_012660.1	5066343	5067644	+	1302	53
PFLU_4596	NC_012660.1	5067777	5068538	-	762	272
PFLU_4597	NC_012660.1	5068765	5069952	+	1188	62
PFLU_4598	NC_012660.1	5069995	5070336	-	342	463
PFLU_4599	NC_012660.1	5070574	5072031	+	1458	126
PFLU_4600	NC_012660.1	5072289	5074691	-	2403	104
PFLU_4601	NC_012660.1	5074827	5077112	-	2286	283
PFLU_4603	NC_012660.1	5077972	5078994	-	1023	149
PFLU_4604	NC_012660.1	5079084	5079542	-	459	18
PFLU_4606	NC_012660.1	5080114	5081556	-	1443	16
PFLU_4607	NC_012660.1	5081858	5083054	+	1197	1
PFLU_4608	NC_012660.1	5083071	5083643	+	573	4
PFLU_4609	NC_012660.1	5083853	5085064	+	1212	6
PFLU_4610	NC_012660.1	5085067	5086734	+	1668	20
PFLU_4611	NC_012660.1	5086764	5087504	+	741	8
PFLU_4612	NC_012660.1	5087571	5088548	-	978	15287
PFLU_4613	NC_012660.1	5088659	5089246	-	588	3606
PFLU_4614	NC_012660.1	5089337	5090158	-	822	1819
PFLU_4615	NC_012660.1	5090164	5090406	-	243	298
PFLU_4616	NC_012660.1	5090496	5091488	-	993	113
PFLU_4617	NC_012660.1	5091516	5092004	-	489	126
PFLU_4619	NC_012660.1	5092196	5093182	-	987	66
PFLU_4620	NC_012660.1	5093292	5095664	-	2373	1253
PFLU_4621	NC_012660.1	5095843	5096658	+	816	245
PFLU_4622	NC_012660.1	5096748	5098169	-	1422	462
PFLU_4623	NC_012660.1	5098351	5099220	+	870	669
PFLU_4624	NC_012660.1	5099220	5101124	+	1905	924
PFLU_4625	NC_012660.1	5101140	5102054	+	915	399
PFLU_4626	NC_012660.1	5102095	5103084	+	990	259
PFLU_4627	NC_012660.1	5103090	5103815	+	726	491
PFLU_4628	NC_012660.1	5103897	5105378	-	1482	463
PFLU_4629	NC_012660.1	5105524	5106711	-	1188	117
PFLU_4630	NC_012660.1	5106724	5109315	-	2592	310
PFLU_4631	NC_012660.1	5109508	5110632	-	1125	195
PFLU_4632	NC_012660.1	5110678	5111568	-	891	109
PFLU_4633	NC_012660.1	5111568	5112278	-	711	70
PFLU_4634	NC_012660.1	5112551	5113081	+	531	48
PFLU_4635	NC_012660.1	5113090	5114619	+	1530	113
PFLU_4636	NC_012660.1	5114622	5115605	+	984	95
PFLU_4637	NC_012660.1	5115693	5117036	+	1344	43
PFLU_4638	NC_012660.1	5117265	5117564	+	300	15
PFLU_4639	NC_012660.1	5117564	5117920	+	357	22
PFLU_4639A	NC_012660.1	5118124	5119053	-	930	106
PFLU_4641	NC_012660.1	5119310	5119924	-	615	129
PFLU_4642	NC_012660.1	5120076	5120807	+	732	246
PFLU_4643	NC_012660.1	5121219	5122745	+	1527	43
PFLU_4644	NC_012660.1	5122761	5123486	+	726	41
PFLU_4645	NC_012660.1	5123530	5124450	-	921	22
PFLU_4646	NC_012660.1	5124576	5125319	+	744	29
PFLU_4647	NC_012660.1	5125398	5126084	-	687	49
PFLU_4648	NC_012660.1	5126183	5126554	+	372	2
PFLU_4649	NC_012660.1	5126612	5127187	+	576	23
PFLU_4650	NC_012660.1	5127277	5127642	-	366	37
PFLU_4651	NC_012660.1	5127878	5128915	+	1038	15
PFLU_4652	NC_012660.1	5129032	5129964	-	933	135
PFLU_4653	NC_012660.1	5130228	5130836	-	609	125
PFLU_4654	NC_012660.1	5130861	5131985	-	1125	32
PFLU_4655	NC_012660.1	5132063	5132965	+	903	81
PFLU_4656	NC_012660.1	5133256	5134794	+	1539	26
PFLU_4657	NC_012660.1	5135344	5136033	+	690	87
PFLU_4658	NC_012660.1	5136249	5136968	+	720	14
PFLU_4659	NC_012660.1	5137112	5138080	+	969	52
PFLU_4660	NC_012660.1	5138083	5138805	-	723	269
PFLU_4661	NC_012660.1	5138893	5141037	-	2145	26
PFLU_4662	NC_012660.1	5141057	5142259	-	1203	34
PFLU_4663	NC_012660.1	5142907	5143710	+	804	115
PFLU_4664	NC_012660.1	5143880	5144680	-	801	56
PFLU_4665	NC_012660.1	5144680	5145627	-	948	64
PFLU_4666	NC_012660.1	5145635	5147041	-	1407	211
PFLU_4667	NC_012660.1	5147461	5147799	-	339	963
PFLU_4668	NC_012660.1	5148016	5148249	-	234	363
PFLU_4669	NC_012660.1	5148356	5148958	-	603	171
PFLU_4670	NC_012660.1	5149015	5149266	-	252	78
PFLU_4671	NC_012660.1	5149432	5149914	-	483	76
PFLU_4672	NC_012660.1	5150022	5151458	-	1437	295
PFLU_4673	NC_012660.1	5151671	5152483	-	813	109
PFLU_4674	NC_012660.1	5152483	5152842	-	360	40
PFLU_4675	NC_012660.1	5152855	5153667	-	813	48
PFLU_4676	NC_012660.1	5153744	5154670	-	927	442
PFLU_4677	NC_012660.1	5154676	5155422	-	747	520
PFLU_4678	NC_012660.1	5155945	5157606	+	1662	274
PFLU_4679	NC_012660.1	5157792	5158682	-	891	26
PFLU_4680	NC_012660.1	5158864	5159913	+	1050	47
PFLU_4681	NC_012660.1	5159920	5160720	-	801	99
PFLU_4682	NC_012660.1	5160907	5161872	-	966	67
PFLU_4683	NC_012660.1	5161890	5163392	-	1503	86
PFLU_4684	NC_012660.1	5163386	5164375	-	990	64
PFLU_4685	NC_012660.1	5164399	5165187	-	789	51
PFLU_4686	NC_012660.1	5165395	5165871	-	477	129
PFLU_4687	NC_012660.1	5165907	5166047	-	141	3
PFLU_4688	NC_012660.1	5166062	5166391	+	330	1028
PFLU_4689	NC_012660.1	5166446	5166709	+	264	481
PFLU_4690	NC_012660.1	5166776	5167690	-	915	52
PFLU_4691	NC_012660.1	5167686	5169149	-	1464	56
PFLU_4692	NC_012660.1	5169289	5170287	-	999	40
PFLU_4693	NC_012660.1	5170287	5171021	-	735	52
PFLU_4694	NC_012660.1	5171071	5171628	-	558	63
PFLU_4695	NC_012660.1	5171648	5172250	-	603	55
PFLU_4696	NC_012660.1	5172392	5173357	-	966	111
PFLU_4697	NC_012660.1	5173476	5174126	-	651	111
PFLU_4698	NC_012660.1	5174765	5175547	-	783	54
PFLU_4699	NC_012660.1	5175614	5176600	-	987	39
PFLU_4700	NC_012660.1	5176596	5177225	-	630	39
PFLU_4701	NC_012660.1	5177248	5178378	-	1131	88
PFLU_4702	NC_012660.1	5178383	5179198	-	816	49
PFLU_4703	NC_012660.1	5179198	5180439	-	1242	276
PFLU_4704	NC_012660.1	5180572	5180805	-	234	1125
PFLU_4705	NC_012660.1	5181000	5181740	-	741	1541
PFLU_4706	NC_012660.1	5181774	5182709	-	936	208
PFLU_4707	NC_012660.1	5182839	5183846	-	1008	87
PFLU_4708	NC_012660.1	5183854	5184033	-	180	199
PFLU_4709	NC_012660.1	5184050	5184577	-	528	1406
PFLU_4710	NC_012660.1	5184683	5185258	+	576	71
PFLU_4711	NC_012660.1	5185337	5186317	-	981	235
PFLU_4712	NC_012660.1	5186342	5187001	-	660	98
PFLU_4713	NC_012660.1	5186991	5187947	-	957	181
PFLU_4714	NC_012660.1	5188659	5191883	+	3225	1471
PFLU_4715	NC_012660.1	5191992	5192579	-	588	18
PFLU_4716	NC_012660.1	5192579	5193562	-	984	168
PFLU_4717	NC_012660.1	5193705	5195033	-	1329	195
PFLU_4718	NC_012660.1	5195372	5196367	+	996	332
PFLU_4719	NC_012660.1	5196494	5197837	-	1344	235
PFLU_4720	NC_012660.1	5197837	5198511	-	675	574
PFLU_4721	NC_012660.1	5198533	5198922	-	390	256
PFLU_4722	NC_012660.1	5198952	5199689	+	738	31
PFLU_4723	NC_012660.1	5199776	5201383	-	1608	44
PFLU_4724	NC_012660.1	5201383	5202105	-	723	47
PFLU_4725	NC_012660.1	5202516	5202812	+	297	112
PFLU_4726	NC_012660.1	5202886	5205777	+	2892	2928
PFLU_4727	NC_012660.1	5205885	5207051	-	1167	42
PFLU_4728	NC_012660.1	5207158	5208459	-	1302	244
PFLU_4729	NC_012660.1	5208494	5209216	-	723	91
PFLU_4730	NC_012660.1	5209236	5209676	-	441	66
PFLU_4731	NC_012660.1	5209683	5210087	-	405	76
PFLU_4732	NC_012660.1	5210400	5211224	-	825	163
PFLU_4733	NC_012660.1	5211271	5212200	-	930	149
PFLU_4734	NC_012660.1	5212337	5213044	+	708	179
PFLU_4736	NC_012660.1	5213189	5213509	+	321	440
PFLU_4737	NC_012660.1	5213561	5214028	+	468	144
PFLU_4738	NC_012660.1	5214127	5214873	+	747	176
PFLU_4739	NC_012660.1	5214940	5216322	-	1383	102
PFLU_4741	NC_012660.1	5216995	5217219	+	225	79
PFLU_4742	NC_012660.1	5217234	5217410	+	177	63
PFLU_4744	NC_012660.1	5217797	5218120	+	324	404
PFLU_4745	NC_012660.1	5218343	5219782	-	1440	81
PFLU_4746	NC_012660.1	5220613	5220798	-	186	113
PFLU_4747	NC_012660.1	5220975	5222213	-	1239	392
PFLU_4748	NC_012660.1	5222311	5224926	-	2616	564
PFLU_4749	NC_012660.1	5225076	5226077	-	1002	39
PFLU_4750	NC_012660.1	5226535	5227041	+	507	173
PFLU_4751	NC_012660.1	5227181	5228182	-	1002	158
PFLU_4752	NC_012660.1	5228197	5228484	-	288	141
PFLU_4753	NC_012660.1	5228526	5229869	-	1344	226
PFLU_4754	NC_012660.1	5230036	5231499	-	1464	233
PFLU_4755	NC_012660.1	5231499	5232524	-	1026	91
PFLU_4756	NC_012660.1	5232579	5233595	-	1017	149
PFLU_4758	NC_012660.1	5233833	5235050	-	1218	384
PFLU_4759	NC_012660.1	5235250	5241264	+	6015	116
PFLU_4760	NC_012660.1	5241271	5242248	-	978	182
PFLU_4761	NC_012660.1	5242395	5243156	-	762	202
PFLU_4762	NC_012660.1	5243187	5244296	-	1110	170
PFLU_4763	NC_012660.1	5244301	5244996	-	696	71
PFLU_4764	NC_012660.1	5244996	5245682	-	687	71
PFLU_4765	NC_012660.1	5245777	5246559	-	783	747
PFLU_4766	NC_012660.1	5247214	5249166	-	1953	787
PFLU_4767	NC_012660.1	5249580	5249846	+	267	9
PFLU_4768	NC_012660.1	5250425	5251672	+	1248	320
PFLU_4769	NC_012660.1	5251814	5253754	+	1941	122
PFLU_4769A	NC_012660.1	5253859	5254023	+	165	42
PFLU_4771	NC_012660.1	5254736	5255446	+	711	29
PFLU_4772	NC_012660.1	5255510	5256163	+	654	264
PFLU_4773	NC_012660.1	5256195	5256599	-	405	67
PFLU_4777	NC_012660.1	5259055	5259417	+	363	53
PFLU_4778	NC_012660.1	5259407	5260906	-	1500	52
PFLU_4779	NC_012660.1	5261008	5261841	-	834	44
PFLU_4780	NC_012660.1	5261931	5262977	-	1047	232
PFLU_4781	NC_012660.1	5263100	5263723	+	624	50
PFLU_4782	NC_012660.1	5263918	5264973	+	1056	174
PFLU_4783	NC_012660.1	5265240	5266556	+	1317	51
PFLU_4784	NC_012660.1	5266636	5267151	+	516	14
PFLU_4785	NC_012660.1	5267154	5268029	-	876	39
PFLU_4786	NC_012660.1	5268101	5268808	+	708	23
PFLU_4787	NC_012660.1	5268808	5269125	+	318	1
PFLU_4788	NC_012660.1	5269152	5269472	-	321	22
PFLU_4789	NC_012660.1	5269705	5270829	+	1125	135
PFLU_4790	NC_012660.1	5271046	5271351	+	306	2039
PFLU_4791	NC_012660.1	5271531	5272700	+	1170	48
PFLU_4792	NC_012660.1	5272707	5274332	-	1626	6
PFLU_4793	NC_012660.1	5274595	5275614	+	1020	13
PFLU_4794	NC_012660.1	5275851	5277464	+	1614	94
PFLU_4795	NC_012660.1	5277537	5278508	-	972	37
PFLU_4796	NC_012660.1	5278508	5279374	-	867	61
PFLU_4797	NC_012660.1	5279653	5280411	-	759	84
PFLU_4798	NC_012660.1	5280532	5281446	+	915	45
PFLU_4799	NC_012660.1	5281449	5282342	-	894	11
PFLU_4800	NC_012660.1	5282449	5283204	+	756	16
PFLU_4801	NC_012660.1	5283708	5284559	+	852	20
PFLU_4802	NC_012660.1	5284602	5285822	-	1221	27
PFLU_4803	NC_012660.1	5285822	5286298	-	477	11
PFLU_4804	NC_012660.1	5286334	5286675	-	342	22
PFLU_4805	NC_012660.1	5286721	5287137	-	417	8
PFLU_4806	NC_012660.1	5287285	5287776	+	492	31
PFLU_4807	NC_012660.1	5288105	5288731	+	627	50
PFLU_4808	NC_012660.1	5288781	5289290	-	510	200
PFLU_4809	NC_012660.1	5289457	5290665	+	1209	152
PFLU_4810	NC_012660.1	5290829	5292178	-	1350	170
PFLU_4811	NC_012660.1	5292266	5292796	-	531	48
PFLU_4812	NC_012660.1	5293013	5294038	+	1026	34
PFLU_4813	NC_012660.1	5294324	5294584	+	261	71
PFLU_4814	NC_012660.1	5294926	5295234	+	309	17
PFLU_4815	NC_012660.1	5295390	5296019	+	630	60
PFLU_4816	NC_012660.1	5296038	5296772	+	735	47
PFLU_4817	NC_012660.1	5296784	5298190	+	1407	74
PFLU_4818	NC_012660.1	5298961	5299479	+	519	52
PFLU_4819	NC_012660.1	5299647	5300963	-	1317	119
PFLU_4820	NC_012660.1	5301134	5301997	-	864	20
PFLU_4821	NC_012660.1	5302097	5302696	+	600	5
PFLU_4823	NC_012660.1	5303073	5303498	+	426	9
PFLU_4824	NC_012660.1	5303561	5304376	+	816	24
PFLU_4825	NC_012660.1	5304458	5304994	-	537	121
PFLU_4826	NC_012660.1	5305001	5305948	-	948	370
PFLU_4828	NC_012660.1	5306513	5306887	+	375	48
PFLU_4829	NC_012660.1	5306948	5308636	-	1689	223
PFLU_4830	NC_012660.1	5309034	5310719	-	1686	216
PFLU_4831	NC_012660.1	5310969	5311910	+	942	116
PFLU_4832	NC_012660.1	5311971	5312438	+	468	93
PFLU_4833	NC_012660.1	5312578	5313042	-	465	1625
PFLU_4834	NC_012660.1	5313248	5313481	+	234	31
PFLU_4835	NC_012660.1	5313494	5314666	+	1173	52
PFLU_4836	NC_012660.1	5314788	5315477	-	690	115
PFLU_4837	NC_012660.1	5315471	5316196	-	726	101
PFLU_4838	NC_012660.1	5316171	5317634	-	1464	326
PFLU_4840	NC_012660.1	5317844	5318710	+	867	84
PFLU_4841	NC_012660.1	5318838	5319680	-	843	49
PFLU_4842	NC_012660.1	5319787	5321130	-	1344	1146
PFLU_4843	NC_012660.1	5321218	5322375	-	1158	229
PFLU_4844	NC_012660.1	5322381	5323223	-	843	81
PFLU_4845	NC_012660.1	5323219	5324124	-	906	136
PFLU_4846	NC_012660.1	5324270	5325553	-	1284	476
PFLU_4847	NC_012660.1	5325661	5326917	-	1257	136
PFLU_4848	NC_012660.1	5327034	5327810	-	777	46
PFLU_4849	NC_012660.1	5327982	5328803	+	822	23
PFLU_4850	NC_012660.1	5328879	5329586	-	708	82
PFLU_4851	NC_012660.1	5329821	5330816	-	996	79
PFLU_4852	NC_012660.1	5330872	5331762	-	891	12
PFLU_4853	NC_012660.1	5331859	5332257	+	399	193
PFLU_4854	NC_012660.1	5332266	5332862	+	597	238
PFLU_4855	NC_012660.1	5333044	5333637	+	594	944
PFLU_4858	NC_012660.1	5334189	5336237	+	2049	176
PFLU_4859	NC_012660.1	5336425	5337765	+	1341	349
PFLU_4860	NC_012660.1	5337834	5342081	-	4248	56
PFLU_4861	NC_012660.1	5342236	5343687	+	1452	74
PFLU_4862	NC_012660.1	5343650	5344705	-	1056	365
PFLU_4863	NC_012660.1	5344866	5345174	+	309	170
PFLU_4865	NC_012660.1	5345544	5345723	+	180	29
PFLU_4866	NC_012660.1	5345831	5347024	+	1194	57
PFLU_4867	NC_012660.1	5347027	5347470	-	444	22
PFLU_4868	NC_012660.1	5347533	5348696	-	1164	46
PFLU_4869	NC_012660.1	5348799	5349479	-	681	30
PFLU_4870	NC_012660.1	5349590	5351008	-	1419	151
PFLU_4872	NC_012660.1	5351858	5352814	+	957	1734
PFLU_4873	NC_012660.1	5353072	5354112	-	1041	92
PFLU_4874	NC_012660.1	5354290	5355498	-	1209	133
PFLU_4876	NC_012660.1	5355646	5355834	-	189	7
PFLU_4877	NC_012660.1	5356014	5356943	-	930	84
PFLU_4878	NC_012660.1	5356959	5357774	-	816	105
PFLU_4879	NC_012660.1	5357778	5358404	-	627	122
PFLU_4880	NC_012660.1	5358421	5359281	-	861	282
PFLU_4881	NC_012660.1	5359369	5359962	+	594	158
PFLU_4882	NC_012660.1	5359967	5360263	+	297	70
PFLU_4883	NC_012660.1	5360374	5360778	+	405	110
PFLU_4884	NC_012660.1	5360789	5361463	+	675	40
PFLU_4885	NC_012660.1	5361644	5362105	+	462	19
PFLU_4886	NC_012660.1	5362174	5363514	+	1341	56
PFLU_4887	NC_012660.1	5363555	5364904	+	1350	77
PFLU_4888	NC_012660.1	5365026	5365886	-	861	62
PFLU_4889	NC_012660.1	5365886	5367310	-	1425	79
PFLU_4890	NC_012660.1	5367724	5369181	+	1458	67
PFLU_4891	NC_012660.1	5369209	5370462	+	1254	258
PFLU_4892	NC_012660.1	5370535	5371542	+	1008	127
PFLU_4893	NC_012660.1	5371640	5372566	+	927	54
PFLU_4894	NC_012660.1	5372588	5372947	+	360	60
PFLU_4895	NC_012660.1	5373165	5374673	+	1509	67
PFLU_4896	NC_012660.1	5375121	5375501	+	381	197
PFLU_4897	NC_012660.1	5375515	5378352	+	2838	1257
PFLU_4898	NC_012660.1	5378517	5379890	+	1374	307
PFLU_4899	NC_012660.1	5379933	5381054	+	1122	391
PFLU_4900	NC_012660.1	5381451	5381660	+	210	13576
PFLU_4901	NC_012660.1	5381760	5382245	+	486	95
PFLU_4902	NC_012660.1	5382389	5383444	-	1056	83
PFLU_4903	NC_012660.1	5383705	5384988	-	1284	33
PFLU_4904	NC_012660.1	5385447	5386118	-	672	34
PFLU_4905	NC_012660.1	5386138	5386782	-	645	38
PFLU_4906	NC_012660.1	5386950	5387783	-	834	601
PFLU_4907	NC_012660.1	5387793	5388290	-	498	801
PFLU_4908	NC_012660.1	5388351	5389649	-	1299	1166
PFLU_4909	NC_012660.1	5389649	5390719	-	1071	532
PFLU_4910	NC_012660.1	5390722	5391180	-	459	80
PFLU_4911	NC_012660.1	5391198	5391890	-	693	113
PFLU_4912	NC_012660.1	5391895	5392347	-	453	117
PFLU_4913	NC_012660.1	5392502	5393557	-	1056	197
PFLU_4914	NC_012660.1	5393561	5394169	-	609	94
PFLU_4915	NC_012660.1	5394240	5394761	-	522	30
PFLU_4916	NC_012660.1	5394941	5395684	-	744	93
PFLU_4917	NC_012660.1	5395838	5397610	-	1773	591
PFLU_4918	NC_012660.1	5397721	5397939	-	219	76
PFLU_4919	NC_012660.1	5398265	5398606	-	342	51
PFLU_4920	NC_012660.1	5398790	5399260	-	471	309
PFLU_4921	NC_012660.1	5399698	5400045	-	348	354
PFLU_4922	NC_012660.1	5400055	5400273	+	219	73
PFLU_4923	NC_012660.1	5400348	5400551	-	204	16
PFLU_4924	NC_012660.1	5400558	5400980	-	423	93
PFLU_4925	NC_012660.1	5401853	5403142	+	1290	3147
PFLU_4926	NC_012660.1	5403341	5404180	-	840	112
PFLU_4927	NC_012660.1	5404319	5404801	-	483	143
PFLU_4928	NC_012660.1	5404925	5405839	+	915	16
PFLU_4929	NC_012660.1	5405889	5407922	+	2034	64
PFLU_4930	NC_012660.1	5407928	5408503	+	576	28
PFLU_4931	NC_012660.1	5408672	5409613	-	942	134
PFLU_4932	NC_012660.1	5409637	5410851	-	1215	135
PFLU_4933	NC_012660.1	5410978	5413698	-	2721	1065
PFLU_4934	NC_012660.1	5414016	5414468	+	453	65
PFLU_4935	NC_012660.1	5414479	5415954	-	1476	138
PFLU_4936	NC_012660.1	5416159	5418045	+	1887	43
PFLU_4937	NC_012660.1	5418065	5418232	-	168	22
PFLU_4938	NC_012660.1	5418322	5419167	-	846	148
PFLU_4939	NC_012660.1	5419518	5419889	+	372	804
PFLU_4940	NC_012660.1	5419987	5421411	-	1425	121
PFLU_4941	NC_012660.1	5421513	5422268	+	756	49
PFLU_4942	NC_012660.1	5422268	5423245	+	978	59
PFLU_4943	NC_012660.1	5423235	5424761	+	1527	52
PFLU_4944	NC_012660.1	5424761	5425927	+	1167	34
PFLU_4945	NC_012660.1	5425927	5426919	+	993	31
PFLU_4946	NC_012660.1	5426930	5428258	+	1329	122
PFLU_4947	NC_012660.1	5428342	5428698	-	357	588
PFLU_4948	NC_012660.1	5428927	5429298	-	372	122
PFLU_4949	NC_012660.1	5429472	5430920	+	1449	483
PFLU_4950	NC_012660.1	5431029	5431775	-	747	198
PFLU_4951	NC_012660.1	5431809	5432738	-	930	60
PFLU_4952	NC_012660.1	5432955	5434475	+	1521	261
PFLU_4953	NC_012660.1	5434747	5436510	+	1764	35
PFLU_4954	NC_012660.1	5436507	5437829	+	1323	35
PFLU_4955	NC_012660.1	5438119	5439435	+	1317	42
PFLU_4956	NC_012660.1	5439503	5440255	-	753	19
PFLU_4957	NC_012660.1	5440432	5441061	+	630	55
PFLU_4958	NC_012660.1	5441182	5441457	-	276	14
PFLU_4959	NC_012660.1	5441472	5441810	-	339	12
PFLU_4960	NC_012660.1	5442139	5443065	+	927	28
PFLU_4961	NC_012660.1	5443195	5444619	-	1425	75
PFLU_4962	NC_012660.1	5444654	5445385	-	732	77
PFLU_4963	NC_012660.1	5445516	5446469	-	954	130
PFLU_4964	NC_012660.1	5446469	5448292	-	1824	182
PFLU_4965	NC_012660.1	5448514	5449512	+	999	538
PFLU_4966	NC_012660.1	5449654	5450169	+	516	40
PFLU_4967	NC_012660.1	5450247	5451212	+	966	68
PFLU_4968	NC_012660.1	5451331	5453898	+	2568	198
PFLU_4969	NC_012660.1	5454039	5454644	+	606	54
PFLU_4970	NC_012660.1	5454796	5455194	+	399	11
PFLU_4971	NC_012660.1	5455324	5457471	+	2148	93
PFLU_4972	NC_012660.1	5457601	5458161	-	561	59
PFLU_4973	NC_012660.1	5458301	5459725	+	1425	38
PFLU_4974	NC_012660.1	5459760	5460821	+	1062	48
PFLU_4975	NC_012660.1	5460827	5461921	+	1095	67
PFLU_4976	NC_012660.1	5462188	5463342	+	1155	5
PFLU_4977	NC_012660.1	5463342	5466398	+	3057	53
PFLU_4978	NC_012660.1	5466516	5467697	+	1182	43
PFLU_4979	NC_012660.1	5467704	5470727	+	3024	85
PFLU_4980	NC_012660.1	5470794	5471018	-	225	1504
PFLU_4981	NC_012660.1	5471018	5471734	-	717	210
PFLU_4982	NC_012660.1	5471742	5472422	-	681	1285
PFLU_4983	NC_012660.1	5472610	5473887	-	1278	56
PFLU_4984	NC_012660.1	5473880	5474560	-	681	71
PFLU_4985	NC_012660.1	5474761	5476707	+	1947	41
PFLU_4986	NC_012660.1	5476761	5477495	+	735	9
PFLU_4987	NC_012660.1	5477604	5479247	-	1644	1826
PFLU_4988	NC_012660.1	5479301	5479594	-	294	199
PFLU_4989	NC_012660.1	5479845	5480318	-	474	81
PFLU_4990	NC_012660.1	5480388	5481116	-	729	148
PFLU_4991	NC_012660.1	5481237	5482337	-	1101	131
PFLU_4992	NC_012660.1	5482374	5482754	+	381	30
PFLU_4993	NC_012660.1	5482801	5484330	+	1530	120
PFLU_4994	NC_012660.1	5484459	5486246	+	1788	571
PFLU_4995	NC_012660.1	5486270	5487220	+	951	143
PFLU_4996	NC_012660.1	5487296	5488351	-	1056	49
PFLU_4997	NC_012660.1	5489378	5492017	+	2640	197
PFLU_4998	NC_012660.1	5492020	5493303	+	1284	114
PFLU_4999	NC_012660.1	5493446	5495152	-	1707	162
PFLU_5000	NC_012660.1	5495312	5495851	-	540	59
PFLU_5001	NC_012660.1	5496000	5497196	+	1197	56
PFLU_5002	NC_012660.1	5497199	5498068	+	870	54
PFLU_5003	NC_012660.1	5498245	5498538	-	294	134
PFLU_5005	NC_012660.1	5499135	5500541	-	1407	212
PFLU_5006	NC_012660.1	5500612	5501913	-	1302	260
PFLU_5007	NC_012660.1	5502046	5502774	-	729	283
PFLU_5008	NC_012660.1	5502919	5503812	-	894	40
PFLU_5009	NC_012660.1	5504190	5504537	-	348	2154
PFLU_5010	NC_012660.1	5504586	5505335	-	750	874
PFLU_5011	NC_012660.1	5505341	5505874	-	534	898
PFLU_5012	NC_012660.1	5505883	5506131	-	249	651
PFLU_5013	NC_012660.1	5506386	5507759	-	1374	381
PFLU_5014	NC_012660.1	5507994	5508803	+	810	122
PFLU_5015	NC_012660.1	5508819	5510054	+	1236	77
PFLU_5016	NC_012660.1	5510408	5511715	+	1308	53
PFLU_5017	NC_012660.1	5511851	5513029	-	1179	143
PFLU_5018	NC_012660.1	5513102	5513566	-	465	32
PFLU_5019	NC_012660.1	5513828	5514040	-	213	23
PFLU_5020	NC_012660.1	5514040	5514561	-	522	93
PFLU_5021	NC_012660.1	5514601	5515200	-	600	194
PFLU_5022	NC_012660.1	5515233	5515892	+	660	52
PFLU_5023	NC_012660.1	5515933	5516433	+	501	47
