Geneid	Chr	Start	End	Strand	Length	WT3_S11
PFLU_5073	NC_012660.1	5570919	5571458	-	540	5143
PFLU_5074	NC_012660.1	5571586	5572497	-	912	347
PFLU_5075	NC_012660.1	5572510	5574378	-	1869	154
PFLU_5076	NC_012660.1	5574441	5574776	-	336	54
PFLU_5077	NC_012660.1	5574823	5575944	-	1122	144
PFLU_5078	NC_012660.1	5575944	5576990	-	1047	79
PFLU_5079	NC_012660.1	5577253	5578587	+	1335	112
PFLU_5080	NC_012660.1	5578837	5579778	+	942	34
PFLU_5081	NC_012660.1	5579862	5580536	+	675	5
PFLU_5082	NC_012660.1	5580603	5580809	+	207	112
PFLU_5082A	NC_012660.1	5581060	5581764	-	705	217
PFLU_5083	NC_012660.1	5582470	5583990	+	1521	532
PFLU_5083A	NC_012660.1	5584136	5584957	+	822	134
PFLU_5084	NC_012660.1	5585421	5587148	-	1728	704
PFLU_5085	NC_012660.1	5587148	5589106	-	1959	335
PFLU_5086	NC_012660.1	5589164	5589367	-	204	35
PFLU_5087	NC_012660.1	5589936	5590343	+	408	243
PFLU_5088	NC_012660.1	5590909	5591982	-	1074	193
PFLU_5089	NC_012660.1	5591948	5592478	-	531	27
PFLU_5090	NC_012660.1	5592478	5593284	-	807	22
PFLU_5091	NC_012660.1	5593297	5593833	-	537	23
PFLU_5092	NC_012660.1	5593876	5595531	-	1656	98
PFLU_5093	NC_012660.1	5595564	5597600	-	2037	111
PFLU_5094	NC_012660.1	5597644	5597928	-	285	14
PFLU_5095	NC_012660.1	5597955	5598320	-	366	32
PFLU_5096	NC_012660.1	5598333	5599541	-	1209	114
PFLU_5097	NC_012660.1	5599780	5600157	+	378	11
PFLU_5098	NC_012660.1	5600272	5600553	-	282	22
PFLU_5099	NC_012660.1	5600587	5601480	-	894	22
PFLU_5100	NC_012660.1	5601609	5602025	+	417	30
PFLU_5101	NC_012660.1	5602040	5602672	-	633	50
PFLU_5102	NC_012660.1	5602830	5603198	+	369	24
PFLU_5103	NC_012660.1	5603342	5603623	-	282	91
PFLU_5104	NC_012660.1	5604668	5605240	-	573	245
PFLU_5105	NC_012660.1	5605240	5605707	-	468	134
PFLU_5106	NC_012660.1	5605900	5607060	+	1161	14
PFLU_5107	NC_012660.1	5607079	5607363	+	285	9
PFLU_5108	NC_012660.1	5607371	5607850	+	480	30
PFLU_5109	NC_012660.1	5607860	5608423	-	564	75
PFLU_5110	NC_012660.1	5608518	5609867	-	1350	97
PFLU_5111	NC_012660.1	5609867	5610526	-	660	73
PFLU_5112	NC_012660.1	5610674	5610937	+	264	23
PFLU_5113	NC_012660.1	5610940	5611482	+	543	5
PFLU_5114	NC_012660.1	5611507	5612772	+	1266	24
PFLU_5115	NC_012660.1	5612772	5613383	+	612	25
PFLU_5116	NC_012660.1	5613451	5615472	+	2022	110
PFLU_5117	NC_012660.1	5615479	5615850	-	372	13
PFLU_5118	NC_012660.1	5616033	5616410	+	378	117
PFLU_5119	NC_012660.1	5616609	5617220	+	612	477
PFLU_5120	NC_012660.1	5617220	5619460	+	2241	240
PFLU_5123	NC_012660.1	5620031	5620234	+	204	29
PFLU_5124	NC_012660.1	5620349	5622235	+	1887	56
PFLU_5124A	NC_012660.1	5622431	5622769	+	339	172
PFLU_5126	NC_012660.1	5622783	5623088	+	306	84
PFLU_5127	NC_012660.1	5623107	5624291	+	1185	93
PFLU_5128	NC_012660.1	5624310	5625335	-	1026	46
PFLU_5129	NC_012660.1	5625326	5626369	+	1044	26
PFLU_5130	NC_012660.1	5626462	5627712	+	1251	133
PFLU_5131	NC_012660.1	5627945	5628250	+	306	84
PFLU_5132	NC_012660.1	5628250	5628501	+	252	19
PFLU_5133	NC_012660.1	5628558	5629058	+	501	26
PFLU_5134	NC_012660.1	5629132	5629848	+	717	26
PFLU_5135	NC_012660.1	5629905	5630996	-	1092	35
PFLU_5136	NC_012660.1	5631159	5632043	-	885	164
PFLU_5137	NC_012660.1	5632058	5632396	-	339	24
PFLU_5138	NC_012660.1	5632399	5633022	-	624	38
PFLU_5139	NC_012660.1	5633029	5635044	-	2016	148
PFLU_5140	NC_012660.1	5635051	5636043	-	993	67
PFLU_5141	NC_012660.1	5636785	5637288	-	504	142
PFLU_5142	NC_012660.1	5637532	5638710	-	1179	386
PFLU_5143	NC_012660.1	5638858	5640399	+	1542	29
PFLU_5144	NC_012660.1	5640508	5641497	-	990	222
PFLU_5145	NC_012660.1	5641546	5642418	+	873	193
PFLU_5146	NC_012660.1	5642421	5644910	-	2490	146
PFLU_5147	NC_012660.1	5645164	5646519	-	1356	23
PFLU_5148	NC_012660.1	5646549	5648336	-	1788	181
PFLU_5149	NC_012660.1	5648824	5649732	-	909	85
PFLU_5150	NC_012660.1	5649909	5650811	-	903	133
PFLU_5151	NC_012660.1	5650814	5651593	-	780	344
PFLU_5152	NC_012660.1	5651843	5652301	-	459	186
PFLU_5153	NC_012660.1	5652431	5652895	+	465	104
PFLU_5154	NC_012660.1	5652960	5653562	+	603	251
PFLU_5155	NC_012660.1	5653571	5654494	-	924	282
PFLU_5156	NC_012660.1	5654739	5655296	+	558	19
PFLU_5157	NC_012660.1	5655357	5656064	+	708	174
PFLU_5158	NC_012660.1	5656088	5656645	+	558	113
PFLU_5159	NC_012660.1	5656672	5657025	+	354	31
PFLU_5160	NC_012660.1	5657045	5657338	+	294	13
PFLU_5161	NC_012660.1	5657334	5657672	+	339	59
PFLU_5162	NC_012660.1	5657758	5658717	-	960	178
PFLU_5163	NC_012660.1	5659013	5659777	+	765	42
PFLU_5164	NC_012660.1	5659835	5661034	+	1200	52
PFLU_5165	NC_012660.1	5661009	5662109	-	1101	439
PFLU_5166	NC_012660.1	5662386	5662952	-	567	747
PFLU_5167	NC_012660.1	5662970	5663431	-	462	313
PFLU_5168	NC_012660.1	5663450	5664568	-	1119	754
PFLU_5169	NC_012660.1	5664680	5665900	-	1221	144
PFLU_5170	NC_012660.1	5666097	5666351	-	255	306
PFLU_5171	NC_012660.1	5666389	5666700	-	312	415
PFLU_5172	NC_012660.1	5666940	5667905	+	966	126
PFLU_5173	NC_012660.1	5668038	5668376	+	339	23
PFLU_5174	NC_012660.1	5668538	5668792	+	255	2524
PFLU_5175	NC_012660.1	5668991	5669605	-	615	1164
PFLU_5176	NC_012660.1	5669858	5671774	+	1917	88
PFLU_5177	NC_012660.1	5671904	5672299	-	396	38
PFLU_5178	NC_012660.1	5672302	5673762	-	1461	68
PFLU_5179	NC_012660.1	5673767	5674624	-	858	95
PFLU_5180	NC_012660.1	5674654	5676000	-	1347	124
PFLU_5181	NC_012660.1	5676249	5676626	+	378	52
PFLU_5182	NC_012660.1	5676752	5678194	-	1443	38
PFLU_5183	NC_012660.1	5678391	5679359	-	969	134
PFLU_5184	NC_012660.1	5679388	5680281	-	894	277
PFLU_5185	NC_012660.1	5680392	5681174	-	783	27
PFLU_5186	NC_012660.1	5681240	5682133	+	894	30
PFLU_5187	NC_012660.1	5682085	5683488	-	1404	174
PFLU_5188	NC_012660.1	5683653	5684900	-	1248	210
PFLU_5189	NC_012660.1	5685045	5685515	+	471	16
PFLU_5190	NC_012660.1	5685648	5686574	-	927	156
PFLU_5191	NC_012660.1	5686619	5686906	-	288	47
PFLU_5192	NC_012660.1	5686922	5688046	-	1125	158
PFLU_5192A	NC_012660.1	5688161	5689033	+	873	136
PFLU_5193	NC_012660.1	5689036	5690070	-	1035	154
PFLU_5194	NC_012660.1	5690331	5691719	+	1389	310
PFLU_5195	NC_012660.1	5691722	5692210	+	489	101
PFLU_5196	NC_012660.1	5692439	5693443	+	1005	160
PFLU_5197	NC_012660.1	5693512	5694918	+	1407	461
PFLU_5198	NC_012660.1	5695065	5695919	-	855	78
PFLU_5199	NC_012660.1	5695919	5696566	-	648	297
PFLU_5200	NC_012660.1	5696807	5697148	+	342	18
PFLU_5202	NC_012660.1	5698053	5698937	-	885	3434
PFLU_5203	NC_012660.1	5698956	5700470	-	1515	2054
PFLU_5204	NC_012660.1	5700600	5701544	+	945	121
PFLU_5205	NC_012660.1	5701840	5702160	+	321	147
PFLU_5206	NC_012660.1	5702211	5703155	-	945	61
PFLU_5207	NC_012660.1	5703158	5704003	-	846	23
PFLU_5208	NC_012660.1	5704060	5705004	-	945	10
PFLU_5209	NC_012660.1	5705341	5705829	-	489	98
PFLU_5210	NC_012660.1	5705837	5707096	-	1260	154
PFLU_5211	NC_012660.1	5707096	5707665	-	570	75
PFLU_5212	NC_012660.1	5707681	5709783	-	2103	101
PFLU_5213	NC_012660.1	5709783	5713454	-	3672	254
PFLU_5214	NC_012660.1	5713454	5716900	-	3447	209
PFLU_5215	NC_012660.1	5722809	5723426	-	618	80
PFLU_5216	NC_012660.1	5723429	5724439	-	1011	547
PFLU_5217	NC_012660.1	5724506	5725360	-	855	129
PFLU_5218	NC_012660.1	5725509	5726522	-	1014	355
PFLU_5219	NC_012660.1	5726573	5727061	-	489	186
PFLU_5220	NC_012660.1	5727067	5728788	-	1722	495
PFLU_5221	NC_012660.1	5729225	5729551	-	327	51
PFLU_5222	NC_012660.1	5729554	5730285	-	732	106
PFLU_5223	NC_012660.1	5730305	5732626	-	2322	287
PFLU_5224	NC_012660.1	5732745	5734298	+	1554	205
PFLU_5225	NC_012660.1	5734394	5734735	+	342	57
PFLU_5226	NC_012660.1	5734928	5735197	+	270	748
PFLU_5227	NC_012660.1	5735478	5736242	-	765	76
PFLU_5228	NC_012660.1	5736245	5737279	-	1035	57
PFLU_5229	NC_012660.1	5737279	5738154	-	876	210
PFLU_5230	NC_012660.1	5738311	5738625	+	315	38
PFLU_5231	NC_012660.1	5738628	5739335	-	708	45
PFLU_5232	NC_012660.1	5739338	5740507	-	1170	206
PFLU_5233	NC_012660.1	5740810	5741265	+	456	1347
PFLU_5234	NC_012660.1	5741353	5742237	+	885	133
PFLU_5235	NC_012660.1	5742303	5742476	+	174	9
PFLU_5236	NC_012660.1	5742463	5745414	+	2952	261
PFLU_5237	NC_012660.1	5745440	5746867	+	1428	1377
PFLU_5239	NC_012660.1	5747580	5748980	+	1401	285
PFLU_5240	NC_012660.1	5748986	5749468	+	483	119
PFLU_5241	NC_012660.1	5749758	5750555	+	798	57
PFLU_5242	NC_012660.1	5750555	5751403	+	849	183
PFLU_5243	NC_012660.1	5751620	5753281	+	1662	395
PFLU_5244	NC_012660.1	5753390	5755324	+	1935	1393
PFLU_5245	NC_012660.1	5755344	5756210	+	867	191
PFLU_5246	NC_012660.1	5756271	5757284	+	1014	42
PFLU_5247	NC_012660.1	5757375	5760290	+	2916	550
PFLU_5248	NC_012660.1	5760518	5761138	-	621	4326
PFLU_5249	NC_012660.1	5761438	5763540	-	2103	402
PFLU_5250	NC_012660.1	5763738	5764004	-	267	8533
PFLU_5251	NC_012660.1	5764123	5765037	-	915	715
PFLU_5252	NC_012660.1	5765044	5765436	-	393	52
PFLU_5253	NC_012660.1	5765599	5768121	-	2523	1010
PFLU_5254	NC_012660.1	5768152	5769630	-	1479	434
PFLU_5255	NC_012660.1	5769681	5770199	-	519	363
PFLU_5256	NC_012660.1	5770561	5770941	-	381	267
PFLU_5257	NC_012660.1	5770949	5771701	-	753	333
PFLU_5258	NC_012660.1	5771771	5773105	-	1335	1355
PFLU_5259	NC_012660.1	5773125	5773973	-	849	154
PFLU_5260	NC_012660.1	5773985	5775901	-	1917	4783
PFLU_5261	NC_012660.1	5776096	5776743	-	648	517
PFLU_5262	NC_012660.1	5776850	5777155	+	306	272
PFLU_5263	NC_012660.1	5777182	5777634	-	453	194
PFLU_5264	NC_012660.1	5777615	5778088	-	474	775
PFLU_5265	NC_012660.1	5778088	5781306	-	3219	774
PFLU_5266	NC_012660.1	5781415	5782548	-	1134	769
PFLU_5267	NC_012660.1	5782811	5783614	-	804	72
PFLU_5268	NC_012660.1	5783628	5784749	-	1122	86
PFLU_5269	NC_012660.1	5785069	5786982	-	1914	481
PFLU_5270	NC_012660.1	5787088	5787645	-	558	166
PFLU_5271	NC_012660.1	5787900	5789570	+	1671	632
PFLU_5272	NC_012660.1	5789674	5790075	-	402	2594
PFLU_5273	NC_012660.1	5790174	5790698	+	525	698
PFLU_5274	NC_012660.1	5790768	5791067	-	300	95
PFLU_5275	NC_012660.1	5791063	5791494	-	432	350
PFLU_5276	NC_012660.1	5791663	5792142	+	480	119
PFLU_5277	NC_012660.1	5792185	5792949	-	765	317
PFLU_5278	NC_012660.1	5793200	5794891	+	1692	100
PFLU_5279	NC_012660.1	5794964	5797771	+	2808	120
PFLU_5280	NC_012660.1	5797925	5798200	+	276	589
PFLU_5281	NC_012660.1	5798878	5800080	+	1203	155
PFLU_5282A	NC_012660.1	5800825	5801457	-	633	58
PFLU_5283	NC_012660.1	5801678	5802649	+	972	82
PFLU_5284	NC_012660.1	5803193	5803555	+	363	43
PFLU_5285	NC_012660.1	5803941	5804429	-	489	136
PFLU_5287	NC_012660.1	5806059	5806511	-	453	51
PFLU_5288	NC_012660.1	5807215	5807529	-	315	79
PFLU_5290	NC_012660.1	5808600	5808905	-	306	112
PFLU_5292	NC_012660.1	5809700	5810305	-	606	81
PFLU_5293	NC_012660.1	5810292	5810498	+	207	119
PFLU_5294	NC_012660.1	5810584	5810706	+	123	115
PFLU_5295	NC_012660.1	5811145	5811780	-	636	248
PFLU_5296	NC_012660.1	5811897	5813444	+	1548	177
PFLU_5297	NC_012660.1	5813450	5814127	+	678	124
PFLU_5298	NC_012660.1	5814160	5814465	+	306	17
PFLU_5299	NC_012660.1	5815078	5816229	-	1152	269
PFLU_5300	NC_012660.1	5816187	5817965	+	1779	299
PFLU_5301	NC_012660.1	5817889	5820384	+	2496	491
PFLU_5302	NC_012660.1	5820384	5821226	+	843	183
PFLU_5303	NC_012660.1	5821828	5823390	+	1563	5022
PFLU_5304	NC_012660.1	5823396	5824301	+	906	859
PFLU_5305	NC_012660.1	5824306	5825208	+	903	591
PFLU_5306	NC_012660.1	5825485	5825799	+	315	20
PFLU_5307	NC_012660.1	5825799	5826131	+	333	59
PFLU_5308	NC_012660.1	5826185	5827708	+	1524	182
PFLU_5309	NC_012660.1	5827834	5829834	+	2001	299
PFLU_5310	NC_012660.1	5830199	5830510	-	312	21
PFLU_5311	NC_012660.1	5830756	5831793	-	1038	150
PFLU_5312	NC_012660.1	5832310	5832609	-	300	108
PFLU_5313	NC_012660.1	5832701	5833360	+	660	53
PFLU_5314	NC_012660.1	5835047	5835976	+	930	298
PFLU_5315	NC_012660.1	5836055	5837197	+	1143	77
PFLU_5316	NC_012660.1	5837331	5839490	+	2160	178
PFLU_5317	NC_012660.1	5839640	5841070	+	1431	133
PFLU_5318	NC_012660.1	5841092	5841577	-	486	423
PFLU_5319	NC_012660.1	5841741	5843561	+	1821	207
PFLU_5320	NC_012660.1	5843575	5843889	-	315	283
PFLU_5321	NC_012660.1	5844213	5846648	-	2436	666
PFLU_5322	NC_012660.1	5846918	5847403	+	486	2196
PFLU_5323	NC_012660.1	5847499	5849349	+	1851	84
PFLU_5324	NC_012660.1	5849599	5849952	+	354	70
PFLU_5325	NC_012660.1	5850026	5850511	+	486	533
PFLU_5326	NC_012660.1	5850514	5851848	-	1335	285
PFLU_5327	NC_012660.1	5852110	5853771	-	1662	500
PFLU_5328	NC_012660.1	5853935	5854543	+	609	44
PFLU_5329	NC_012660.1	5854663	5858511	+	3849	134
PFLU_5330	NC_012660.1	5858744	5859994	+	1251	322
PFLU_5331	NC_012660.1	5860119	5861075	-	957	43
PFLU_5332	NC_012660.1	5861227	5861421	-	195	226
PFLU_5333	NC_012660.1	5861440	5863503	-	2064	3062
PFLU_5334	NC_012660.1	5863678	5864043	+	366	228
PFLU_5335	NC_012660.1	5864056	5864799	+	744	219
PFLU_5336	NC_012660.1	5864833	5865573	-	741	113
PFLU_5337	NC_012660.1	5865584	5866948	-	1365	211
PFLU_5338	NC_012660.1	5866987	5867523	-	537	16
PFLU_5339	NC_012660.1	5867585	5869123	-	1539	73
PFLU_5340	NC_012660.1	5869411	5869827	+	417	1251
PFLU_5341	NC_012660.1	5870072	5870845	-	774	325
PFLU_5342	NC_012660.1	5871228	5871935	+	708	256
PFLU_5343	NC_012660.1	5872098	5873219	+	1122	90
PFLU_5344	NC_012660.1	5873292	5873456	-	165	420
PFLU_5345	NC_012660.1	5873472	5874476	-	1005	1037
PFLU_5346	NC_012660.1	5874481	5875917	-	1437	1176
PFLU_5347	NC_012660.1	5876234	5877481	+	1248	75
PFLU_5348	NC_012660.1	5877609	5879789	-	2181	386
PFLU_5349	NC_012660.1	5879789	5880775	-	987	177
PFLU_5350	NC_012660.1	5880775	5881278	-	504	175
PFLU_5351	NC_012660.1	5881377	5881820	-	444	22
PFLU_5352	NC_012660.1	5881994	5883286	+	1293	166
PFLU_5353	NC_012660.1	5883286	5884362	+	1077	272
PFLU_5354	NC_012660.1	5884351	5884815	-	465	559
PFLU_5355	NC_012660.1	5884815	5885240	-	426	1558
PFLU_5356	NC_012660.1	5885379	5886692	-	1314	59
PFLU_5357	NC_012660.1	5886692	5888014	-	1323	12
PFLU_5358	NC_012660.1	5888014	5889747	-	1734	47
PFLU_5359	NC_012660.1	5889924	5890553	-	630	179
PFLU_5361	NC_012660.1	5890660	5893413	-	2754	149
PFLU_5362	NC_012660.1	5894554	5895549	-	996	640
PFLU_5363	NC_012660.1	5895616	5896134	-	519	114
PFLU_5364	NC_012660.1	5896342	5896788	+	447	47
PFLU_5365	NC_012660.1	5896788	5897633	+	846	96
PFLU_5366	NC_012660.1	5897774	5898478	-	705	483
PFLU_5367	NC_012660.1	5898493	5900391	-	1899	789
PFLU_5368	NC_012660.1	5900613	5901944	+	1332	362
PFLU_5369	NC_012660.1	5901964	5902839	-	876	170
PFLU_5370	NC_012660.1	5903039	5903449	+	411	73
PFLU_5371	NC_012660.1	5903509	5904393	+	885	404
PFLU_5372	NC_012660.1	5904397	5905383	+	987	244
PFLU_5373	NC_012660.1	5905447	5906043	-	597	185
PFLU_5374	NC_012660.1	5906043	5906909	-	867	294
PFLU_5375	NC_012660.1	5906951	5907517	-	567	157
PFLU_5376	NC_012660.1	5907593	5908510	+	918	36
PFLU_5377	NC_012660.1	5908685	5909908	+	1224	165
PFLU_5378	NC_012660.1	5910051	5911382	-	1332	175
PFLU_5379	NC_012660.1	5911434	5912327	-	894	99
PFLU_5380	NC_012660.1	5912488	5912946	+	459	258
PFLU_5381	NC_012660.1	5913042	5913302	-	261	136
PFLU_5382	NC_012660.1	5913374	5913520	+	147	3
PFLU_5383	NC_012660.1	5914338	5914631	+	294	34
PFLU_5384	NC_012660.1	5914861	5915469	-	609	18
PFLU_5385	NC_012660.1	5915516	5915989	-	474	154
PFLU_5386	NC_012660.1	5916110	5916853	-	744	92
PFLU_5387	NC_012660.1	5917030	5917686	+	657	38
PFLU_5388	NC_012660.1	5917730	5918815	+	1086	77
PFLU_5389	NC_012660.1	5918883	5921390	-	2508	348
PFLU_5390	NC_012660.1	5921473	5921931	+	459	91
PFLU_5391	NC_012660.1	5921944	5922834	+	891	80
PFLU_5392	NC_012660.1	5922837	5923919	-	1083	471
PFLU_5393	NC_012660.1	5924305	5924781	+	477	109
PFLU_5394	NC_012660.1	5924975	5925190	+	216	3
PFLU_5395	NC_012660.1	5925191	5925823	-	633	23
PFLU_5396	NC_012660.1	5925898	5927358	-	1461	588
PFLU_5397	NC_012660.1	5927549	5929225	-	1677	1404
PFLU_5398	NC_012660.1	5929272	5931659	-	2388	1172
PFLU_5399	NC_012660.1	5931936	5932730	+	795	99
PFLU_5400	NC_012660.1	5932752	5933378	+	627	130
PFLU_5401	NC_012660.1	5933393	5934673	+	1281	348
PFLU_5402	NC_012660.1	5934902	5935453	+	552	198
PFLU_5403	NC_012660.1	5935606	5935929	-	324	46
PFLU_5404	NC_012660.1	5936061	5937386	+	1326	384
PFLU_5405	NC_012660.1	5937605	5938606	+	1002	568
PFLU_5406	NC_012660.1	5938602	5939093	+	492	181
PFLU_5407	NC_012660.1	5939102	5939938	+	837	292
PFLU_5408	NC_012660.1	5939950	5941470	+	1521	94
PFLU_5409	NC_012660.1	5941600	5942358	-	759	208
PFLU_5410	NC_012660.1	5943037	5945640	+	2604	308
PFLU_5411	NC_012660.1	5945732	5946334	+	603	71
PFLU_5412	NC_012660.1	5946377	5947411	+	1035	66
PFLU_5413	NC_012660.1	5947632	5947793	+	162	60
PFLU_5414	NC_012660.1	5947858	5949180	+	1323	262
PFLU_5415	NC_012660.1	5949317	5950234	-	918	221
PFLU_5416	NC_012660.1	5950420	5951442	-	1023	1005
PFLU_5417	NC_012660.1	5951448	5952092	-	645	593
PFLU_5418	NC_012660.1	5952095	5952367	-	273	159
PFLU_5419	NC_012660.1	5952455	5953609	-	1155	354
PFLU_5420	NC_012660.1	5953793	5954794	-	1002	288
PFLU_5421	NC_012660.1	5954797	5955804	-	1008	275
PFLU_5422	NC_012660.1	5955825	5956925	-	1101	51
PFLU_5423	NC_012660.1	5956960	5958855	-	1896	127
PFLU_5424	NC_012660.1	5958874	5959338	-	465	85
PFLU_5425	NC_012660.1	5959351	5959842	-	492	145
PFLU_5426	NC_012660.1	5959915	5960559	-	645	202
PFLU_5427	NC_012660.1	5960559	5961821	-	1263	368
PFLU_5428	NC_012660.1	5961997	5962677	+	681	64
PFLU_5429	NC_012660.1	5962745	5964058	+	1314	189
PFLU_5430	NC_012660.1	5964058	5964276	-	219	75
PFLU_5431	NC_012660.1	5964374	5964961	-	588	132
PFLU_5432	NC_012660.1	5964986	5965699	-	714	197
PFLU_5433	NC_012660.1	5965699	5966049	-	351	119
PFLU_5434	NC_012660.1	5966226	5966678	+	453	219
PFLU_5435	NC_012660.1	5966786	5968501	+	1716	339
PFLU_5436	NC_012660.1	5968534	5969172	+	639	9302
PFLU_5437	NC_012660.1	5969368	5969649	-	282	138
PFLU_5438	NC_012660.1	5969645	5970271	-	627	127
PFLU_5439	NC_012660.1	5970271	5971617	-	1347	689
PFLU_5440	NC_012660.1	5971678	5973582	-	1905	1838
PFLU_5441	NC_012660.1	5973856	5975373	+	1518	3431
PFLU_5442	NC_012660.1	5975582	5977012	+	1431	388
PFLU_5443	NC_012660.1	5977080	5978471	+	1392	536
PFLU_5444	NC_012660.1	5978471	5979301	+	831	307
PFLU_5445	NC_012660.1	5979397	5979852	+	456	302
PFLU_5446	NC_012660.1	5980156	5980818	+	663	60
PFLU_5447	NC_012660.1	5980828	5981640	+	813	9
PFLU_5448	NC_012660.1	5981753	5982277	+	525	138
PFLU_5449	NC_012660.1	5982494	5983267	+	774	31
PFLU_5453	NC_012660.1	5984663	5985070	+	408	127
PFLU_5454	NC_012660.1	5985377	5986006	+	630	21
PFLU_5455	NC_012660.1	5986065	5987381	-	1317	92
PFLU_5456	NC_012660.1	5987563	5988642	-	1080	53
PFLU_5457	NC_012660.1	5988794	5989495	+	702	5
PFLU_5458	NC_012660.1	5989437	5989814	+	378	22
PFLU_5459	NC_012660.1	5989907	5991043	+	1137	130
PFLU_5460	NC_012660.1	5991122	5991361	+	240	24
PFLU_5461	NC_012660.1	5991361	5992245	+	885	64
PFLU_5462	NC_012660.1	5992359	5994254	+	1896	2295
PFLU_5463	NC_012660.1	5994335	5996227	+	1893	116
PFLU_5464	NC_012660.1	5996253	5997038	-	786	9
PFLU_5465	NC_012660.1	5997038	5997454	-	417	29
PFLU_5466	NC_012660.1	5997454	5998068	-	615	631
PFLU_5467	NC_012660.1	5998201	5998926	-	726	325
PFLU_5468	NC_012660.1	5998992	5999954	-	963	39
PFLU_5469	NC_012660.1	5999976	6000473	-	498	89
PFLU_5470	NC_012660.1	6000473	6000946	-	474	224
PFLU_5471	NC_012660.1	6001040	6002128	-	1089	181
PFLU_5472	NC_012660.1	6002147	6002806	-	660	144
PFLU_5473	NC_012660.1	6002858	6003964	-	1107	50
PFLU_5474	NC_012660.1	6003991	6004458	-	468	83
PFLU_5475	NC_012660.1	6004599	6005051	+	453	33
PFLU_5476	NC_012660.1	6005051	6005704	+	654	17
PFLU_5477	NC_012660.1	6005948	6006817	+	870	448
PFLU_5478	NC_012660.1	6006820	6007164	-	345	134
PFLU_5479	NC_012660.1	6007295	6007882	+	588	11
PFLU_5480	NC_012660.1	6007892	6008599	+	708	19
PFLU_5481	NC_012660.1	6008604	6009866	+	1263	53
PFLU_5482	NC_012660.1	6009881	6010399	+	519	16
PFLU_5483	NC_012660.1	6010497	6011192	+	696	53
PFLU_5484	NC_012660.1	6011353	6012234	-	882	154
PFLU_5485	NC_012660.1	6012376	6016632	+	4257	267
PFLU_5486	NC_012660.1	6016772	6019015	-	2244	296
PFLU_5487	NC_012660.1	6019407	6020183	+	777	335
PFLU_5488	NC_012660.1	6020183	6021442	+	1260	281
PFLU_5489	NC_012660.1	6021435	6022388	+	954	180
PFLU_5490	NC_012660.1	6022460	6023212	-	753	126
PFLU_5491	NC_012660.1	6023205	6024311	-	1107	643
PFLU_5492	NC_012660.1	6024486	6025478	-	993	136
PFLU_5493	NC_012660.1	6025539	6026096	+	558	136
PFLU_5494	NC_012660.1	6026124	6026882	-	759	72
PFLU_5495	NC_012660.1	6026991	6027746	-	756	37
PFLU_5496	NC_012660.1	6027919	6028431	-	513	388
PFLU_5497	NC_012660.1	6028444	6029835	-	1392	273
PFLU_5498	NC_012660.1	6030014	6032845	+	2832	731
PFLU_5499	NC_012660.1	6032917	6033378	-	462	602
PFLU_5500	NC_012660.1	6033537	6034982	-	1446	245
PFLU_5501	NC_012660.1	6035224	6035607	-	384	656
PFLU_5502	NC_012660.1	6035652	6036650	-	999	891
PFLU_5503	NC_012660.1	6036676	6037293	-	618	410
PFLU_5504	NC_012660.1	6037315	6037701	-	387	417
PFLU_5505	NC_012660.1	6037735	6038088	-	354	647
PFLU_5506	NC_012660.1	6038221	6038334	-	114	172
PFLU_5507	NC_012660.1	6038366	6039691	-	1326	3329
PFLU_5508	NC_012660.1	6039695	6040129	-	435	897
PFLU_5509	NC_012660.1	6040136	6040309	-	174	263
PFLU_5510	NC_012660.1	6040315	6040812	-	498	563
PFLU_5511	NC_012660.1	6040819	6041166	-	348	139
PFLU_5512	NC_012660.1	6041180	6041710	-	531	752
PFLU_5513	NC_012660.1	6041726	6042115	-	390	812
PFLU_5514	NC_012660.1	6042327	6042629	-	303	457
PFLU_5515	NC_012660.1	6042646	6043182	-	537	954
PFLU_5516	NC_012660.1	6043206	6043517	-	312	272
PFLU_5517	NC_012660.1	6043532	6043897	-	366	484
PFLU_5518	NC_012660.1	6043924	6044187	-	264	238
PFLU_5519	NC_012660.1	6044193	6044381	-	189	96
PFLU_5520	NC_012660.1	6044384	6044794	-	411	460
PFLU_5521	NC_012660.1	6044810	6045493	-	684	628
PFLU_5522	NC_012660.1	6045510	6045839	-	330	212
PFLU_5523	NC_012660.1	6045854	6046126	-	273	317
PFLU_5524	NC_012660.1	6046146	6046967	-	822	640
PFLU_5525	NC_012660.1	6046985	6047281	-	297	206
PFLU_5526	NC_012660.1	6047281	6047880	-	600	841
PFLU_5527	NC_012660.1	6047896	6048528	-	633	1020
PFLU_5528	NC_012660.1	6048613	6048921	-	309	603
PFLU_5529	NC_012660.1	6049082	6050272	-	1191	2466
PFLU_5530	NC_012660.1	6050306	6052408	-	2103	2490
PFLU_5531	NC_012660.1	6052442	6052909	-	468	716
PFLU_5532	NC_012660.1	6053031	6053399	-	369	721
PFLU_5533	NC_012660.1	6053619	6057815	-	4197	2241
PFLU_5534	NC_012660.1	6057883	6061953	-	4071	1978
PFLU_5535	NC_012660.1	6062176	6062538	-	363	334
PFLU_5536	NC_012660.1	6062620	6063117	-	498	491
PFLU_5537	NC_012660.1	6063320	6064012	-	693	515
PFLU_5538	NC_012660.1	6064015	6064443	-	429	530
PFLU_5539	NC_012660.1	6064564	6065094	-	531	743
