Locus Tag,Locus_Tag,Gene Name,Product Description,GO Term
PFLU4751,PFLU_4751,PFLU_4751,succinylglutamate desuccinylase,succinylglutamate desuccinylase activity
PFLU4751,PFLU_4751,PFLU_4751,succinylglutamate desuccinylase,arginine catabolic process to glutamate
PFLU4751,PFLU_4751,PFLU_4751,succinylglutamate desuccinylase,arginine catabolic process to succinate
PFLU4751,PFLU_4751,PFLU_4751,succinylglutamate desuccinylase,"hydrolase activity, acting on ester bonds"
PFLU4753,PFLU_4753,PFLU_4753,succinylarginine dihydrolase,arginine metabolic process
PFLU4753,PFLU_4753,PFLU_4753,succinylarginine dihydrolase,N-succinylarginine dihydrolase activity
PFLU4754,PFLU_4754,astD,succinylglutamic semialdehyde dehydrogenase,oxidoreductase activity
PFLU4754,PFLU_4754,astD,succinylglutamic semialdehyde dehydrogenase,oxidation-reduction process
PFLU4754,PFLU_4754,astD,succinylglutamic semialdehyde dehydrogenase,arginine catabolic process
PFLU4754,PFLU_4754,astD,succinylglutamic semialdehyde dehydrogenase,succinylglutamate-semialdehyde dehydrogenase activity
PFLU4754,PFLU_4754,astD,succinylglutamic semialdehyde dehydrogenase,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
PFLU4755,PFLU_4755,PFLU_4755,arginine N-succinyltransferase,arginine catabolic process
PFLU4755,PFLU_4755,PFLU_4755,arginine N-succinyltransferase,arginine N-succinyltransferase activity
PFLU4756,PFLU_4756,PFLU_4756,"putative arginine N-succinyltransferase, alpha chain",arginine catabolic process
PFLU4756,PFLU_4756,PFLU_4756,"putative arginine N-succinyltransferase, alpha chain",arginine N-succinyltransferase activity
PFLU4758,PFLU_4758,argD,bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase protein,transaminase activity
PFLU4758,PFLU_4758,argD,bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase protein,pyridoxal phosphate binding
PFLU4758,PFLU_4758,argD,bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase protein,arginine metabolic process
PFLU4758,PFLU_4758,argD,bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase protein,catalytic activity
PFLU4758,PFLU_4758,argD,bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase protein,cellular amino acid metabolic process
PFLU4759,PFLU_4759,PFLU_4759,hypothetical protein,protein binding
PFLU4760,PFLU_4760,PFLU_4760,AraC family transcriptional regulator,DNA-binding transcription factor activity
PFLU4760,PFLU_4760,PFLU_4760,AraC family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU4760,PFLU_4760,PFLU_4760,AraC family transcriptional regulator,sequence-specific DNA binding
PFLU4760,PFLU_4760,PFLU_4760,AraC family transcriptional regulator,DNA binding
PFLU4761,PFLU_4761,PFLU_4761,histidine transport ATP-binding protein,ATP binding
PFLU4761,PFLU_4761,PFLU_4761,histidine transport ATP-binding protein,ATPase activity
PFLU4761,PFLU_4761,PFLU_4761,histidine transport ATP-binding protein,amino acid transmembrane transport
PFLU4761,PFLU_4761,PFLU_4761,histidine transport ATP-binding protein,ATPase-coupled amino acid transmembrane transporter activity
PFLU4762,PFLU_4762,PFLU_4762,hypothetical protein,"hydrolase activity, acting on ester bonds"
PFLU4763,PFLU_4763,PFLU_4763,putative histidine transporter permease,membrane
PFLU4763,PFLU_4763,PFLU_4763,putative histidine transporter permease,transmembrane transport
PFLU4763,PFLU_4763,PFLU_4763,putative histidine transporter permease,integral component of membrane
PFLU4763,PFLU_4763,PFLU_4763,putative histidine transporter permease,transmembrane transporter activity
PFLU4763,PFLU_4763,PFLU_4763,putative histidine transporter permease,ATP-binding cassette (ABC) transporter complex
PFLU4763,PFLU_4763,PFLU_4763,putative histidine transporter permease,nitrogen compound transport
PFLU4764,PFLU_4764,PFLU_4764,putative histidine transporter permease,integral component of membrane
PFLU4764,PFLU_4764,PFLU_4764,putative histidine transporter permease,transmembrane transporter activity
PFLU4764,PFLU_4764,PFLU_4764,putative histidine transporter permease,ATP-binding cassette (ABC) transporter complex
PFLU4764,PFLU_4764,PFLU_4764,putative histidine transporter permease,nitrogen compound transport
PFLU4764,PFLU_4764,PFLU_4764,putative histidine transporter permease,membrane
PFLU4764,PFLU_4764,PFLU_4764,putative histidine transporter permease,transmembrane transport
PFLU4765,PFLU_4765,PFLU_4765,putative histidine-binding periplasmic protein,outer membrane-bounded periplasmic space
PFLU4765,PFLU_4765,PFLU_4765,putative histidine-binding periplasmic protein,nitrogen compound transport
PFLU4766,PFLU_4766,PFLU_4766,acetyl-CoA synthetase,acetate-CoA ligase activity
PFLU4766,PFLU_4766,PFLU_4766,acetyl-CoA synthetase,AMP binding
PFLU4766,PFLU_4766,PFLU_4766,acetyl-CoA synthetase,acetyl-CoA biosynthetic process from acetate
PFLU4766,PFLU_4766,PFLU_4766,acetyl-CoA synthetase,catalytic activity
PFLU4768,PFLU_4768,PFLU_4768,ribonucleotide-diphosphate reductase subunit beta,deoxyribonucleotide biosynthetic process
PFLU4768,PFLU_4768,PFLU_4768,ribonucleotide-diphosphate reductase subunit beta,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
PFLU4768,PFLU_4768,PFLU_4768,ribonucleotide-diphosphate reductase subunit beta,protein binding
PFLU4768,PFLU_4768,PFLU_4768,ribonucleotide-diphosphate reductase subunit beta,ribonucleoside-diphosphate reductase complex
PFLU4768,PFLU_4768,PFLU_4768,ribonucleotide-diphosphate reductase subunit beta,oxidoreductase activity
PFLU4768,PFLU_4768,PFLU_4768,ribonucleotide-diphosphate reductase subunit beta,oxidation-reduction process
PFLU4771,PFLU_4771,PFLU_4771,putative 5-methylcytosine-specific restriction enzyme,nucleic acid binding
PFLU4771,PFLU_4771,PFLU_4771,putative 5-methylcytosine-specific restriction enzyme,endonuclease activity
PFLU4773,PFLU_4773,PFLU_4773,hypothetical protein,ribonuclease activity
PFLU4777,PFLU_4777,PFLU_4777,hypothetical protein,DNA binding
PFLU4780,PFLU_4780,PFLU_4780,hypothetical protein,zinc ion binding
PFLU4780,PFLU_4780,PFLU_4780,hypothetical protein,N-acylphosphatidylethanolamine-specific phospholipase D activity
PFLU4781,PFLU_4781,PFLU_4781,TetR family transcriptional regulator,DNA binding
PFLU4783,PFLU_4783,PFLU_4783,putative MCP-type signal transduction protein,signal transduction
PFLU4783,PFLU_4783,PFLU_4783,putative MCP-type signal transduction protein,membrane
PFLU4783,PFLU_4783,PFLU_4783,putative MCP-type signal transduction protein,protein binding
PFLU4785,PFLU_4785,PFLU_4785,LysR family transcriptional regulator,DNA-binding transcription factor activity
PFLU4785,PFLU_4785,PFLU_4785,LysR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU4789,PFLU_4789,PFLU_4789,putative glycerophosphoryl diester phosphodiesterase,lipid metabolic process
PFLU4789,PFLU_4789,PFLU_4789,putative glycerophosphoryl diester phosphodiesterase,phosphoric diester hydrolase activity
PFLU4790,PFLU_4790,PFLU_4790,Peptidase propeptide and YPEB domain,
PFLU4791,PFLU_4791,PFLU_4791,"putative two-component regulatory system, sensor kinase protein",phosphorylation
PFLU4791,PFLU_4791,PFLU_4791,"putative two-component regulatory system, sensor kinase protein","transferase activity, transferring phosphorus-containing groups"
PFLU4791,PFLU_4791,PFLU_4791,"putative two-component regulatory system, sensor kinase protein",protein binding
PFLU4791,PFLU_4791,PFLU_4791,"putative two-component regulatory system, sensor kinase protein",phosphorelay sensor kinase activity
PFLU4791,PFLU_4791,PFLU_4791,"putative two-component regulatory system, sensor kinase protein",signal transduction
PFLU4792,PFLU_4792,PFLU_4792,putative methyl-accepting chemotaxis protein I,signal transduction
PFLU4792,PFLU_4792,PFLU_4792,putative methyl-accepting chemotaxis protein I,membrane
PFLU4792,PFLU_4792,PFLU_4792,putative methyl-accepting chemotaxis protein I,integral component of membrane
PFLU4793,PFLU_4793,PFLU_4793,putative cation transporter,membrane
PFLU4793,PFLU_4793,PFLU_4793,putative cation transporter,metal ion transport
PFLU4793,PFLU_4793,PFLU_4793,putative cation transporter,metal ion transmembrane transporter activity
PFLU4793,PFLU_4793,PFLU_4793,putative cation transporter,transmembrane transport
PFLU4794,PFLU_4794,PFLU_4794,putative phosphate transporter,inorganic phosphate transmembrane transporter activity
PFLU4794,PFLU_4794,PFLU_4794,putative phosphate transporter,phosphate ion transport
PFLU4794,PFLU_4794,PFLU_4794,putative phosphate transporter,membrane
PFLU4797,PFLU_4797,PFLU_4797,hypothetical protein,catalytic activity
PFLU4797,PFLU_4797,PFLU_4797,hypothetical protein,carbohydrate metabolic process
PFLU4798,PFLU_4798,PFLU_4798,LysR family transcriptional regulator,DNA-binding transcription factor activity
PFLU4798,PFLU_4798,PFLU_4798,LysR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU4799,PFLU_4799,PFLU_4799,LysR family transcriptional regulator,DNA-binding transcription factor activity
PFLU4799,PFLU_4799,PFLU_4799,LysR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU4801,PFLU_4801,PFLU_4801,LysR family transcriptional regulator,DNA-binding transcription factor activity
PFLU4801,PFLU_4801,PFLU_4801,LysR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU4802,PFLU_4802,PFLU_4802,hypothetical protein,protein binding
PFLU4802,PFLU_4802,PFLU_4802,hypothetical protein,DNA-binding transcription factor activity
PFLU4802,PFLU_4802,PFLU_4802,hypothetical protein,"DNA-templated transcription, initiation"
PFLU4802,PFLU_4802,PFLU_4802,hypothetical protein,"regulation of transcription, DNA-templated"
PFLU4802,PFLU_4802,PFLU_4802,hypothetical protein,DNA binding
PFLU4802,PFLU_4802,PFLU_4802,hypothetical protein,sigma factor activity
PFLU4806,PFLU_4806,PFLU_4806,putative acetyltransferase,N-acetyltransferase activity
PFLU4807,PFLU_4807,PFLU_4807,hypothetical protein,obsolete cofactor binding
PFLU4809,PFLU_4809,PFLU_4809,putative aminotransferase,catalytic activity
PFLU4809,PFLU_4809,PFLU_4809,putative aminotransferase,biosynthetic process
PFLU4809,PFLU_4809,PFLU_4809,putative aminotransferase,pyridoxal phosphate binding
PFLU4810,PFLU_4810,PFLU_4810,putative gluconate permease,gluconate transmembrane transporter activity
PFLU4810,PFLU_4810,PFLU_4810,putative gluconate permease,membrane
PFLU4810,PFLU_4810,PFLU_4810,putative gluconate permease,gluconate transmembrane transport
PFLU4811,PFLU_4811,PFLU_4811,putative gluconokinase,carbohydrate metabolic process
PFLU4811,PFLU_4811,PFLU_4811,putative gluconokinase,kinase activity
PFLU4812,PFLU_4812,PFLU_4812,putative LacI family transcriptional regulator,DNA binding
PFLU4812,PFLU_4812,PFLU_4812,putative LacI family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU4815,PFLU_4815,PFLU_4815,putative glutathione S-transferase like protein,protein binding
PFLU4816,PFLU_4816,PFLU_4816,hypothetical protein,catalytic activity
PFLU4816,PFLU_4816,PFLU_4816,hypothetical protein,obsolete coenzyme binding
PFLU4817,PFLU_4817,PFLU_4817,putative MFS family transport protein,integral component of membrane
PFLU4817,PFLU_4817,PFLU_4817,putative MFS family transport protein,transmembrane transporter activity
PFLU4817,PFLU_4817,PFLU_4817,putative MFS family transport protein,transmembrane transport
PFLU4819,PFLU_4819,PFLU_4819,putative methyl-accepting chemotaxis protein,protein binding
PFLU4819,PFLU_4819,PFLU_4819,putative methyl-accepting chemotaxis protein,signal transduction
PFLU4819,PFLU_4819,PFLU_4819,putative methyl-accepting chemotaxis protein,membrane
PFLU4820,PFLU_4820,PFLU_4820,LysR family transcriptional regulator,DNA-binding transcription factor activity
PFLU4820,PFLU_4820,PFLU_4820,LysR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU4821,PFLU_4821,PFLU_4821,glutathione S-transferase,protein binding
PFLU4823,PFLU_4823,PFLU_4823,hypothetical protein,N-acetyltransferase activity
PFLU4824,PFLU_4824,PFLU_4824,hypothetical protein,methyltransferase activity
PFLU4829,PFLU_4829,PFLU_4829,long-chain-fatty-acid--CoA ligase,catalytic activity
PFLU4830,PFLU_4830,PFLU_4830,long-chain-fatty-acid--CoA ligase,catalytic activity
PFLU4832,PFLU_4832,PFLU_4832,hypothetical protein,fatty acid synthase activity
PFLU4832,PFLU_4832,PFLU_4832,hypothetical protein,fatty acid synthase complex
PFLU4832,PFLU_4832,PFLU_4832,hypothetical protein,fatty acid biosynthetic process
PFLU4832,PFLU_4832,PFLU_4832,hypothetical protein,oxidation-reduction process
PFLU4835,PFLU_4835,PFLU_4835,putative aminotransferase class-V,catalytic activity
PFLU4836,PFLU_4836,PFLU_4836,keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase,lyase activity
PFLU4836,PFLU_4836,PFLU_4836,keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase,catalytic activity
PFLU4837,PFLU_4837,PFLU_4837,putative 6-phosphogluconolactonase,carbohydrate metabolic process
PFLU4837,PFLU_4837,PFLU_4837,putative 6-phosphogluconolactonase,pentose-phosphate shunt
PFLU4837,PFLU_4837,PFLU_4837,putative 6-phosphogluconolactonase,6-phosphogluconolactonase activity
PFLU4838,PFLU_4838,PFLU_4838,glucose-6-phosphate 1-dehydrogenase,glucose-6-phosphate dehydrogenase activity
PFLU4838,PFLU_4838,PFLU_4838,glucose-6-phosphate 1-dehydrogenase,glucose metabolic process
PFLU4838,PFLU_4838,PFLU_4838,glucose-6-phosphate 1-dehydrogenase,NADP binding
PFLU4838,PFLU_4838,PFLU_4838,glucose-6-phosphate 1-dehydrogenase,oxidation-reduction process
PFLU4838,PFLU_4838,PFLU_4838,glucose-6-phosphate 1-dehydrogenase,"oxidoreductase activity, acting on CH-OH group of donors"
PFLU4840,PFLU_4840,PFLU_4840,DNA-binding transcriptional regulator HexR,DNA-binding transcription factor activity
PFLU4840,PFLU_4840,PFLU_4840,DNA-binding transcriptional regulator HexR,"regulation of transcription, DNA-templated"
PFLU4840,PFLU_4840,PFLU_4840,DNA-binding transcriptional regulator HexR,DNA binding
PFLU4840,PFLU_4840,PFLU_4840,DNA-binding transcriptional regulator HexR,carbohydrate derivative binding
PFLU4840,PFLU_4840,PFLU_4840,DNA-binding transcriptional regulator HexR,carbohydrate derivative metabolic process
PFLU4841,PFLU_4841,PFLU_4841,hypothetical protein,catalytic activity
PFLU4841,PFLU_4841,PFLU_4841,hypothetical protein,carbohydrate metabolic process
PFLU4841,PFLU_4841,PFLU_4841,hypothetical protein,carbohydrate binding
PFLU4841,PFLU_4841,PFLU_4841,hypothetical protein,isomerase activity
PFLU4842,PFLU_4842,PFLU_4842,putative porin,carbohydrate transport
PFLU4842,PFLU_4842,PFLU_4842,putative porin,porin activity
PFLU4842,PFLU_4842,PFLU_4842,putative porin,integral component of membrane
PFLU4843,PFLU_4843,PFLU_4843,ABC transporter ATP-binding protein,ATP binding
PFLU4843,PFLU_4843,PFLU_4843,ABC transporter ATP-binding protein,ATPase activity
PFLU4844,PFLU_4844,PFLU_4844,ABC transporter permease,membrane
PFLU4844,PFLU_4844,PFLU_4844,ABC transporter permease,transmembrane transport
PFLU4845,PFLU_4845,PFLU_4845,ABC transporter permease,membrane
PFLU4845,PFLU_4845,PFLU_4845,ABC transporter permease,transmembrane transport
PFLU4847,PFLU_4847,PFLU_4847,hypothetical protein,catalytic activity
PFLU4851,PFLU_4851,PFLU_4851,putative dehydrogenase,catalytic activity
PFLU4851,PFLU_4851,PFLU_4851,putative dehydrogenase,obsolete coenzyme binding
PFLU4852,PFLU_4852,PFLU_4852,chromosome replication initiation inhibitor protein,DNA-binding transcription factor activity
PFLU4852,PFLU_4852,PFLU_4852,chromosome replication initiation inhibitor protein,"regulation of transcription, DNA-templated"
PFLU4854,PFLU_4854,PFLU_4854,LysE-type translocator,amino acid transport
PFLU4854,PFLU_4854,PFLU_4854,LysE-type translocator,membrane
PFLU4855,PFLU_4855,PFLU_4855,putative superoxide dismutase,superoxide dismutase activity
PFLU4855,PFLU_4855,PFLU_4855,putative superoxide dismutase,superoxide metabolic process
PFLU4855,PFLU_4855,PFLU_4855,putative superoxide dismutase,metal ion binding
PFLU4855,PFLU_4855,PFLU_4855,putative superoxide dismutase,oxidation-reduction process
PFLU4861,PFLU_4861,PFLU_4861,putative K(+) transporter-like membrane protein,potassium:chloride symporter activity
PFLU4861,PFLU_4861,PFLU_4861,putative K(+) transporter-like membrane protein,integral component of membrane
PFLU4861,PFLU_4861,PFLU_4861,putative K(+) transporter-like membrane protein,potassium ion transmembrane transport
PFLU4861,PFLU_4861,PFLU_4861,putative K(+) transporter-like membrane protein,cation transport
PFLU4861,PFLU_4861,PFLU_4861,putative K(+) transporter-like membrane protein,cation transmembrane transporter activity
PFLU4861,PFLU_4861,PFLU_4861,putative K(+) transporter-like membrane protein,transmembrane transport
PFLU4862,PFLU_4862,PFLU_4862,AraC family transcriptional regulator,DNA-binding transcription factor activity
PFLU4862,PFLU_4862,PFLU_4862,AraC family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU4862,PFLU_4862,PFLU_4862,AraC family transcriptional regulator,DNA binding
PFLU4862,PFLU_4862,PFLU_4862,AraC family transcriptional regulator,sequence-specific DNA binding
PFLU4866,PFLU_4866,PFLU_4866,major facilitator superfamily transporter,integral component of plasma membrane
PFLU4866,PFLU_4866,PFLU_4866,major facilitator superfamily transporter,transmembrane transport
PFLU4867,PFLU_4867,PFLU_4867,peptidyl-tRNA hydrolase domain protein,translation release factor activity
PFLU4867,PFLU_4867,PFLU_4867,peptidyl-tRNA hydrolase domain protein,translational termination
PFLU4870,PFLU_4870,PFLU_4870,aromatic amino acid transport protein,membrane
PFLU4870,PFLU_4870,PFLU_4870,aromatic amino acid transport protein,transmembrane transporter activity
PFLU4870,PFLU_4870,PFLU_4870,aromatic amino acid transport protein,transmembrane transport
PFLU4870,PFLU_4870,PFLU_4870,aromatic amino acid transport protein,amino acid transport
PFLU4870,PFLU_4870,PFLU_4870,aromatic amino acid transport protein,integral component of membrane
PFLU4873,PFLU_4873,PFLU_4873,putative noncomposite transposon,nucleic acid binding
PFLU4873,PFLU_4873,PFLU_4873,putative noncomposite transposon,DNA integration
PFLU4873,PFLU_4873,PFLU_4873,putative noncomposite transposon,DNA binding
PFLU4874,PFLU_4874,PFLU_4874,ribosomal large subunit pseudouridine synthase B,pseudouridine synthesis
PFLU4874,PFLU_4874,PFLU_4874,ribosomal large subunit pseudouridine synthase B,RNA binding
PFLU4874,PFLU_4874,PFLU_4874,ribosomal large subunit pseudouridine synthase B,RNA modification
PFLU4874,PFLU_4874,PFLU_4874,ribosomal large subunit pseudouridine synthase B,intramolecular transferase activity
PFLU4874,PFLU_4874,PFLU_4874,ribosomal large subunit pseudouridine synthase B,pseudouridine synthase activity
PFLU4877,PFLU_4877,PFLU_4877,hypothetical protein,chromosome separation
PFLU4879,PFLU_4879,PFLU_4879,hypothetical protein,double-stranded RNA binding
PFLU4880,PFLU_4880,PFLU_4880,hypothetical protein,catalytic activity
PFLU4881,PFLU_4881,PFLU_4881,intracellular septation protein A,integral component of membrane
PFLU4884,PFLU_4884,PFLU_4884,putative two-component system response regulatory protein,phosphorelay signal transduction system
PFLU4884,PFLU_4884,PFLU_4884,putative two-component system response regulatory protein,DNA binding
PFLU4884,PFLU_4884,PFLU_4884,putative two-component system response regulatory protein,"regulation of transcription, DNA-templated"
PFLU4885,PFLU_4885,PFLU_4885, zinc resistance protein*,
PFLU4886,PFLU_4886,PFLU_4886,putative two-component system sensor kinase,phosphorelay sensor kinase activity
PFLU4886,PFLU_4886,PFLU_4886,putative two-component system sensor kinase,signal transduction
PFLU4886,PFLU_4886,PFLU_4886,putative two-component system sensor kinase,integral component of membrane
PFLU4886,PFLU_4886,PFLU_4886,putative two-component system sensor kinase,phosphorylation
PFLU4886,PFLU_4886,PFLU_4886,putative two-component system sensor kinase,"transferase activity, transferring phosphorus-containing groups"
PFLU4887,PFLU_4887,PFLU_4887,putative CoA transferase family protein,CoA-transferase activity
PFLU4888,PFLU_4888,PFLU_4888,putative DNA-3-methyladenine glycosylase II,base-excision repair
PFLU4888,PFLU_4888,PFLU_4888,putative DNA-3-methyladenine glycosylase II,catalytic activity
PFLU4888,PFLU_4888,PFLU_4888,putative DNA-3-methyladenine glycosylase II,DNA repair
PFLU4889,PFLU_4889,PFLU_4889,putative amino acid transporter integral membrane protein,membrane
PFLU4889,PFLU_4889,PFLU_4889,putative amino acid transporter integral membrane protein,transmembrane transporter activity
PFLU4889,PFLU_4889,PFLU_4889,putative amino acid transporter integral membrane protein,transmembrane transport
PFLU4889,PFLU_4889,PFLU_4889,putative amino acid transporter integral membrane protein,integral component of plasma membrane
PFLU4889,PFLU_4889,PFLU_4889,putative amino acid transporter integral membrane protein,arginine catabolic process
PFLU4889,PFLU_4889,PFLU_4889,putative amino acid transporter integral membrane protein,arginine:ornithine antiporter activity
PFLU4889,PFLU_4889,PFLU_4889,putative amino acid transporter integral membrane protein,amino acid transport
PFLU4889,PFLU_4889,PFLU_4889,putative amino acid transporter integral membrane protein,integral component of membrane
PFLU4890,PFLU_4890,PFLU_4890,arginine/ornithine antiporter,membrane
PFLU4890,PFLU_4890,PFLU_4890,arginine/ornithine antiporter,transmembrane transporter activity
PFLU4890,PFLU_4890,PFLU_4890,arginine/ornithine antiporter,transmembrane transport
PFLU4890,PFLU_4890,PFLU_4890,arginine/ornithine antiporter,integral component of plasma membrane
PFLU4890,PFLU_4890,PFLU_4890,arginine/ornithine antiporter,arginine catabolic process
PFLU4890,PFLU_4890,PFLU_4890,arginine/ornithine antiporter,arginine:ornithine antiporter activity
PFLU4890,PFLU_4890,PFLU_4890,arginine/ornithine antiporter,amino acid transport
PFLU4890,PFLU_4890,PFLU_4890,arginine/ornithine antiporter,integral component of membrane
PFLU4891,PFLU_4891,PFLU_4891,arginine deiminase,arginine catabolic process
PFLU4891,PFLU_4891,PFLU_4891,arginine deiminase,arginine deiminase activity
PFLU4892,PFLU_4892,PFLU_4892,ornithine carbamoyltransferase,cellular amino acid metabolic process
PFLU4892,PFLU_4892,PFLU_4892,ornithine carbamoyltransferase,amino acid binding
PFLU4892,PFLU_4892,PFLU_4892,ornithine carbamoyltransferase,carboxyl- or carbamoyltransferase activity
PFLU4892,PFLU_4892,PFLU_4892,ornithine carbamoyltransferase,ornithine carbamoyltransferase activity
PFLU4892,PFLU_4892,PFLU_4892,ornithine carbamoyltransferase,ornithine metabolic process
PFLU4893,PFLU_4893,PFLU_4893,carbamate kinase,arginine metabolic process
PFLU4893,PFLU_4893,PFLU_4893,carbamate kinase,carbamate kinase activity
PFLU4895,PFLU_4895,PFLU_4895,putative regulatory protein,ATP binding
PFLU4895,PFLU_4895,PFLU_4895,putative regulatory protein,"regulation of transcription, DNA-templated"
PFLU4895,PFLU_4895,PFLU_4895,putative regulatory protein,transcription factor binding
PFLU4895,PFLU_4895,PFLU_4895,putative regulatory protein,DNA binding
PFLU4896,PFLU_4896,PFLU_4896,glycine cleavage system protein H,glycine cleavage complex
PFLU4896,PFLU_4896,PFLU_4896,glycine cleavage system protein H,glycine decarboxylation via glycine cleavage system
PFLU4897,PFLU_4897,PFLU_4897,glycine dehydrogenase,glycine dehydrogenase (decarboxylating) activity
PFLU4897,PFLU_4897,PFLU_4897,glycine dehydrogenase,glycine catabolic process
PFLU4897,PFLU_4897,PFLU_4897,glycine dehydrogenase,oxidation-reduction process
PFLU4897,PFLU_4897,PFLU_4897,glycine dehydrogenase,glycine metabolic process
PFLU4897,PFLU_4897,PFLU_4897,glycine dehydrogenase,catalytic activity
PFLU4898,PFLU_4898,PFLU_4898,L-serine dehydratase,L-serine ammonia-lyase activity
PFLU4898,PFLU_4898,PFLU_4898,L-serine dehydratase,gluconeogenesis
PFLU4898,PFLU_4898,PFLU_4898,L-serine dehydratase,"4 iron, 4 sulfur cluster binding"
PFLU4899,PFLU_4899,PFLU_4899,putative glycine cleavage system protein T,aminomethyltransferase activity
PFLU4899,PFLU_4899,PFLU_4899,putative glycine cleavage system protein T,glycine catabolic process
PFLU4899,PFLU_4899,PFLU_4899,putative glycine cleavage system protein T,protein binding
PFLU4900,PFLU_4900,cspA3,major cold shock protein,nucleic acid binding
PFLU4902,PFLU_4902,PFLU_4902,quinolinate synthetase,quinolinate synthetase A activity
PFLU4902,PFLU_4902,PFLU_4902,quinolinate synthetase,NAD biosynthetic process
PFLU4902,PFLU_4902,PFLU_4902,quinolinate synthetase,"4 iron, 4 sulfur cluster binding"
PFLU4902,PFLU_4902,PFLU_4902,quinolinate synthetase,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
PFLU4905,PFLU_4905,PFLU_4905,putative radical SAM-superfamily protein,catalytic activity
PFLU4905,PFLU_4905,PFLU_4905,putative radical SAM-superfamily protein,iron-sulfur cluster binding
PFLU4906,PFLU_4906,PFLU_4906,hypothetical protein,cell division
PFLU4906,PFLU_4906,PFLU_4906,hypothetical protein,protein binding
PFLU4906,PFLU_4906,PFLU_4906,hypothetical protein,protein trimerization
PFLU4907,PFLU_4907,PFLU_4907,putative OmpA family lipoprotein,cell outer membrane
PFLU4907,PFLU_4907,PFLU_4907,putative OmpA family lipoprotein,integral component of membrane
PFLU4907,PFLU_4907,PFLU_4907,putative OmpA family lipoprotein,cell division
PFLU4908,PFLU_4908,tolB,translocation protein TolB,protein transport
PFLU4908,PFLU_4908,tolB,translocation protein TolB,periplasmic space
PFLU4908,PFLU_4908,tolB,translocation protein TolB,protein import
PFLU4909,PFLU_4909,PFLU_4909,TolA colicin import membrane protein,integral component of membrane
PFLU4909,PFLU_4909,PFLU_4909,TolA colicin import membrane protein,toxin transmembrane transporter activity
PFLU4909,PFLU_4909,PFLU_4909,TolA colicin import membrane protein,bacteriocin transport
PFLU4910,PFLU_4910,PFLU_4910,putative transporter-like membrane protein,protein transport
PFLU4910,PFLU_4910,PFLU_4910,putative transporter-like membrane protein,integral component of membrane
PFLU4910,PFLU_4910,PFLU_4910,putative transporter-like membrane protein,transmembrane transporter activity
PFLU4910,PFLU_4910,PFLU_4910,putative transporter-like membrane protein,transmembrane transport
PFLU4911,PFLU_4911,PFLU_4911,TolQ protein,integral component of membrane
PFLU4911,PFLU_4911,PFLU_4911,TolQ protein,bacteriocin transport
PFLU4912,PFLU_4912,PFLU_4912,putative thioesterase,hydrolase activity
PFLU4912,PFLU_4912,PFLU_4912,putative thioesterase,thiolester hydrolase activity
PFLU4913,PFLU_4913,ruvB,Holliday junction DNA helicase RuvB,DNA binding
PFLU4913,PFLU_4913,ruvB,Holliday junction DNA helicase RuvB,ATP binding
PFLU4913,PFLU_4913,ruvB,Holliday junction DNA helicase RuvB,DNA repair
PFLU4913,PFLU_4913,ruvB,Holliday junction DNA helicase RuvB,DNA recombination
PFLU4913,PFLU_4913,ruvB,Holliday junction DNA helicase RuvB,four-way junction helicase activity
PFLU4914,PFLU_4914,ruvA,Holliday junction DNA helicase RuvA,DNA helicase activity
PFLU4914,PFLU_4914,ruvA,Holliday junction DNA helicase RuvA,DNA repair
PFLU4914,PFLU_4914,ruvA,Holliday junction DNA helicase RuvA,DNA recombination
PFLU4914,PFLU_4914,ruvA,Holliday junction DNA helicase RuvA,ATP binding
PFLU4914,PFLU_4914,ruvA,Holliday junction DNA helicase RuvA,four-way junction helicase activity
PFLU4914,PFLU_4914,ruvA,Holliday junction DNA helicase RuvA,Holliday junction helicase complex
PFLU4914,PFLU_4914,ruvA,Holliday junction DNA helicase RuvA,DNA binding
PFLU4915,PFLU_4915,ruvC,Holliday junction resolvase,endodeoxyribonuclease activity
PFLU4915,PFLU_4915,ruvC,Holliday junction resolvase,DNA repair
PFLU4915,PFLU_4915,ruvC,Holliday junction resolvase,DNA recombination
